CONCERNS,Search,OLD ID#,Fiorella data ID#,FAO - ID,FAO - biblio ID,IN FAO or Fiorella?,# data points,ID#,Source,journal,Year,Geographic_location,Geographic Location - Cleaned,HDI,DemersPelag,EnvTemp,Form,Form - Clean,Season,SeasonCL,Species_from_search,Family,Matt - Comments,not sure,Other Info - INFOODS ONLY,DW protein,DW minerals,DW vitamins,DW FA,Ambig Protein,Ambig Minerals,Ambig Vitamins,Ambig FA,Protein - Sample Weight,Protein - Replicates,Protein - Value,Protein - Variance,Protein - Unit,PrRel,PrSt,Zn - Sample Weight,Zn - Replicates,Zn - Value,Zn - Variance,Zn - Unit,ZnRel,ZnSt,Ca - Sample Weight,Ca - Replicates,Ca - Value,Ca - Variance,Ca - Unit,CaRel,CaSt,Fe - Sample Weight,Fe - Replicates,Fe - Value,Fe - Variance,Fe - Unit,FeRel,FeSt,Se - Sample Weight,Se - Replicates,Se - Value,Se - Variance,Se - Unit,SeRel,SeSt,P - Sample Weight,P - Replicates,P - Value,P - Variance,P - Unit,PRel,PSt,Mg - Sample Weight,Mg - Replicates,Mg - Value,Mg - Variance,Mg - Unit,MgRel,MgSt,Potential mixup with N3.6_PUFA,Potential mixup with Vitamin A (1=does not clearly state total vitamin A),VitA - Sample Weight,VitA - Replicates,VitA - Value,VitA - Variance,VitA - Unit,VitARel,VitASt,VitB12 - Sample Weight,VitB12 - Replicates,VitB12 - Value,VitB12 - Variance,VitB12 - Unit,VitB12Rel,VitB12St,PUFA - Sample Weight,PUFA - Replicates,PUFA - Reported Value,PUFA - Value,PUFA - Variance,PUFA - Unit,PUFARel,PUFASt,EPA - Sample Weight,EPA - Replicates,EPA - Reported Value,EPA - Value,EPA - Variance,EPA - Unit,EPARel,EPASt,DHA - Sample Weight,DHA - Replicates,DHA - Reported Value,DHA - Value,DHA - Variance,DHA - Unit,DHARel,DHASt,O3 - Sample Weight,O3 - Replicates,n.3 - Reported Value,O3 - Value,O3 - Variance,O3 - Unit,O3Rel,O3St,O6 - Sample Weight,O6 - Replicates,n.6 - Reported Value,O6 - Value,O6 - Variance,O6 - Unit,O6Rel,O6St,Count,,,,,,
,WOS/Scopus,B_121,,,,,,A_57,"Hyvonen, Lea; Koivistoinen, Pekka",Journal of Food Composition and Analysis,1994,Finland,Finland,Very High,pelagic,temperate,muscle,muscle,Spring,,Sander lucioperca,Percidae,A) Fish were filleted in laboratory B) Caught from Baltic Sea - bought from wholesaler (Kalakomppania) in Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.092,,g/100g,0.092,0.040192224,,4,,0.301,,g/100g,0.301,0.064165423,,,,,,,,,,,,,,,,,1,A) EPA & DHA values expressed as mean mg/100g edible portion of 4 replicaates of a pool of 5-10kg of fish,,,,,
,WOS/Scopus,B_122,,,,,,A_58,"Hyvonen, Lea; Koivistoinen, Pekka",Journal of Food Composition and Analysis,1994,Finland,Finland,Very High,benthopelagic,subtropical,muscle,muscle,Spring,,Rutilus rutilus,Cyprinidae,A) Fish were filleted in laboratory B) Caught from Baltic Sea - bought from wholesaler (Kalakomppania) in Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.112,,g/100g,0.112,0.048929664,,4,,0.287,,g/100g,0.287,0.061180985,,,,,,,,,,,,,,,,,1,A) EPA & DHA values expressed as mean mg/100g edible portion of 4 replicaates of a pool of 5-10kg of fish,,,,,
,WOS/Scopus,B_123,,,,,,A_59,"Hyvonen, Lea; Koivistoinen, Pekka",Journal of Food Composition and Analysis,1994,Finland,Finland,Very High,benthopelagic,temperate,muscle and bone,whole (minus parts)*,Spring,,Coregonus albula,Salmonidae,A) Fish were filleted in laboratory - bones and skin were left on for this species* B) Caught from Baltic Sea - bought from wholesaler (Kalakomppania) in Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.533,,g/100g,,,,4,,0.708,,g/100g,,,,,,,,,,,,,,,,,,,1,A) EPA & DHA values expressed as mean mg/100g edible portion of 4 replicaates of a pool of 5-10kg of fish,,,,,
,WOS/Scopus,B_125,,,,,,A_60,"Hyvonen, Lea; Koivistoinen, Pekka",Journal of Food Composition and Analysis,1994,Finland,Finland,Very High,benthopelagic,temperate,muscle,muscle,Spring,,Salmo salar,Salmonidae,A) Fish were filleted in laboratory B) Caught from Baltic Sea - bought from market place in Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.345,,g/100g,0.345,0.150720839,,4,,1.002,,g/100g,1.002,0.213600512,,,,,,,,,,,,,,,,,1,A) EPA & DHA values expressed as mean mg/100g edible portion of 4 replicaates of a pool of 5-10kg of fish,,,,,
,WOS/Scopus,B_126,,,,,,A_61,"Hyvonen, Lea; Koivistoinen, Pekka",Journal of Food Composition and Analysis,1994,Finland,Finland,Very High,benthopelagic,subtropical,muscle,muscle,Spring,,Oncorhynchus mykiss,Salmonidae,A) Fish were filleted in laboratory B) Caught from Baltic Sea - bought from market place in Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.365,,g/100g,0.365,0.159458279,,4,,1.16,,g/100g,1.16,0.247282029,,,,,,,,,,,,,,,,,1,A) EPA & DHA values expressed as mean mg/100g edible portion of 4 replicaates of a pool of 5-10kg of fish,,,,,
,WOS/Scopus,,,,,,,A_62,"Tenyang, N.; Womeni, H. M.; Linder, M.; Tiencheu, B.; Villeneuve, P.; Tchouanguep Mbiapo, F.",RIVISTA ITALIANA DELLE SOSTANZE GRASSE,2014,Cameroon,Cameroon,Low,benthopelagic,tropical,muscle,muscle,,,Symphysodon discus,Cichlidae,"A) Once in laboratory, species were seperated and reduced to fillet B) Species collected in the Wouri river coast in Douala, Cameroon (fishing areas located in Youpowé and Essingué)",,,,1,,,,,,,,2,13.66,0.08,%,13.66,0.064846416,0.5g,,4.291,,mg/100g,,,0.5g,,408,,mg/100g,,,,,,,,,,,,,,,,,0.5g,,12.17,,mg/100g,,,0.5g,,102.1,,mg/100g,,,,,,,,,,,,,,,,,,,,,20,0.370724,,g/100g,0.370724,0.020238236,,,3.9,0.07229118,,g/100g,0.07229118,0.031581992,,,7.2,0.13346064,,%,0.13346064,0.02845036,,,,,,,,,,,,,,,,,1,A) Protein composition values are expressed as mean % dry weight + SD of two separate determinations B) Fatty acid profile values expressed as % of total fatty acids C) Mineral composition values are expressed as mg/kg,,"A) Fat and proten values given as % dry weight, but moisure % wet weight given - so fat and protein % wet weight converted from that by subracting moisture % from 100% (to get remaining WW value) - then multiplying fat DW value by remaining WW value",,,
,WOS/Scopus,,,,,,,A_63,"Tenyang, N.; Womeni, H. M.; Linder, M.; Tiencheu, B.; Villeneuve, P.; Tchouanguep Mbiapo, F.",RIVISTA ITALIANA DELLE SOSTANZE GRASSE,2014,Cameroon,Cameroon,Low,benthopelagic,#N/A,muscle,muscle,,,Cyprinus carpio,Cyprinidae,"A) Once in laboratory, species were seperated and reduced to fillet B) Species collected in the Wouri river coast in Douala, Cameroon (fishing areas located in Youpowé and Essingué)",,,,1,,,,,,,,2,17.81,0.03,%,17.81,0.41894198,0.5g,,4,,mg/100g,,,0.5g,,1448,,mg/100g,,,,,,,,,,,,,,,,,0.5g,,13.67,,mg/100g,,,0.5g,,466.6,,mg/100g,,,,,,,,,,,,,,,,,,,,,18.5,0.65533475,,g/100g,0.65533475,0.035775453,,,3.1,0.10981285,,g/100g,0.10981285,0.047974159,,,3.4,0.1204399,,%,0.1204399,0.025674675,,,,,,,,,,,,,,,,,1,A) Protein composition values are expressed as mean % dry weight + SD of two separate determinations B) Fatty acid profile values expressed as % of total fatty acids C) Mineral composition values are expressed as mg/kg,,"A) Fat and proten values given as % dry weight, but moisure % wet weight given - so fat and protein % wet weight converted from that by subracting moisture % from 100% (to get remaining WW value) - then multiplying fat DW value by remaining WW value",,,
dry weight?,WOS/Scopus,B_264,,,,1,1,A_64,"MAI, J; SHETTY, JK; KAN, TM; KINSELLA, JE",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1980,New York,USA,Very High,demersal,temperate,muscle,muscle,,,Catostomus commersonii,Catostomidae,A) Fish were filleted and cut into 1.5cm3 cubes. B) Species caught from Cayuga Lake in Ithaca New York. ,,,1,,,,,,,,,1,15.83,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein content value expressed as mean of duplicate g/100g of fish.,,,,,
dry weight?,WOS/Scopus,B_265,,,,1,1,A_65,"MAI, J; SHETTY, JK; KAN, TM; KINSELLA, JE",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1980,New York,USA,Very High,demersal,temperate,muscle,muscle,,,Lota lota,Lotidae,A) Fish were filleted and cut into 1.5cm3 cubes. B) Species caught from Cayuga Lake in Ithaca New York. ,,,1,,,,,,,,,1,17.4,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein content value expressed as mean of duplicate g/100g of fish.,,,,,
dry weight?,WOS/Scopus,B_266,,,,1,1,A_66,"MAI, J; SHETTY, JK; KAN, TM; KINSELLA, JE",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1980,New York,USA,Very High,benthopelagic,subtropical,muscle,muscle,,,Oncorhynchus mykiss,Salmonidae,A) Fish were filleted and cut into 1.5cm3 cubes. B) Species caught from Cayuga Lake in Ithaca New York. ,,,1,,,,,,,,,1,18.29,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein content value expressed as mean of duplicate g/100g of fish.,,,,,
dry weight?,WOS/Scopus,B_267,,,,1,1,A_67,"MAI, J; SHETTY, JK; KAN, TM; KINSELLA, JE",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1980,New York,USA,Very High,demersal,temperate,muscle,muscle,,,Sander vitreus,Percidae,A) Fish were filleted and cut into 1.5cm3 cubes. B) Species caught from Cayuga Lake in Ithaca New York. ,,,1,,,,,,,,,1,17.68,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein content value expressed as mean of duplicate g/100g of fish.,,,,,
dry weight?,WOS/Scopus,B_268,,,,1,1,A_68,"MAI, J; SHETTY, JK; KAN, TM; KINSELLA, JE",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1980,New York,USA,Very High,demersal,temperate,muscle,muscle,,,Perca flavescens,Percidae,A) Fish were filleted and cut into 1.5cm3 cubes. B) Species caught from Cayuga Lake in Ithaca New York. ,,,1,,,,,,,,,1,17.11,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein content value expressed as mean of duplicate g/100g of fish.,,,,,
dry weight?,WOS/Scopus,,,,,1,1,A_69,"MAI, J; SHETTY, JK; KAN, TM; KINSELLA, JE",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1980,New York,USA,Very High,benthopelagic,subtropical,muscle,muscle,,,Pomoxis nigromaculatus,Centrarchidae,A) Fish were filleted and cut into 1.5cm3 cubes. B) Species caught from Cayuga Lake in Ithaca New York. ,,,1,,,,,,,,,1,17.96,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Protein content value expressed as mean of duplicate g/100g of fish.,,,,,
,WOS/Scopus,C_1,,,,,,A_70,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,pelagic,subtropical,whole,whole,,,Setipinna phasa,Engraulidae,A) Edible portion coefficent = 1 (whole) B) Referred to in document as gangetic hairfin anchovy,,,,,,,,,,,,1,17.7,,%,,,,1,3.2,,mg/100g,,,,2,452,,mg/100g,,,,2,1.8,,mg/100g,,,,,,,,,,,1,217,,mg/100g,,,,1,39,,mg/100g,,,,,,1,12,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_4,,,,,,A_71,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,,not specified,,,Systomus sarana,Cyprinidae,A) Does not give edible portion coefficient B) Referred to in document as olive barb,,,,,,,,,,,,7,17.4,1.8,%,,,,6,0.74,0.37,mg/100g,,,,4,227,10,mg/100g,,,,9,0.6,0.6,mg/100g,,,,,,,,,,,7,151,34,mg/100g,,,,4,21,3,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_5,,,,,,A_72,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Systomus sarana,Cyprinidae,A) Edible portion coefficient = 0.54 (bones removed) B) Referred to in document as olive barb,,,,,,,,,,,,7,17.4,1.8,%,,,,6,0.74,0.37,mg/100g,,,,2,24,,mg/100g,,,,9,0.6,0.6,mg/100g,,,,,,,,,,,6,156,35,mg/100g,,,,4,21,3,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_6,,,,,,A_73,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,,not specified,,,Puntius sophore,Cyprinidae,"A) Does not give edible portion coefficient, only says 'eyes included' B) Referred to in document as pool barb",,,,,,,,,,,,1,17.6,,%,,,,2,3,,mg/100g,,,,3,967,278,mg/100g,,,,2,2.6,,mg/100g,,,,,,,,,,,1,620,,mg/100g,,,,,,,,,,,,,1,59,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_7,,,,,,A_74,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Puntius sophore,Cyprinidae,"A) Edible portion coefficient = 0.77 (bones removed, eyes incuded) B) Referred to in document as pool barb",,,,,,,,,,,,4,17.6,1.2,%,,,,1,3,,mg/100g,,,,1,110,,mg/100g,,,,2,2,,mg/100g,,,,,,,,,,,1,96,,mg/100g,,,,1,38,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_8,,,,,,A_75,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,whole (minus parts)*,,,Notopterus notopterus,Notopteridae,A) Edible portion coefficient = 0.79 B) Referred to in document as bronze featherback,,,,,,,,,,,,2,17.8,,%,,,,1,0.74,,mg/100g,,,,1,590,,mg/100g,,,,2,1,,mg/100g,,,,,,,,,,,1,450,,mg/100g,,,,1,35,,mg/100g,,,,,,1,30,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_9,,,,,,A_76,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,whole (minus parts)*,,,Labeo calbasu,Cyprinidae,A) Edible portion coefficient = 0.9 (bones removed) B) Referred to in document as calbasu,,,,,,,,,,,,9,17,2.1,%,,,,4,0.36,0.1,mg/100g,,,,1,13,,mg/100g,,,,5,1.1,0.2,mg/100g,,,,,,,,,,,4,141,20,mg/100g,,,,4,27,3,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_10,,,,,,A_77,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,whole (minus parts)*,,,Eutropiichthys vacha,Schilbeidae,A) Edible portion coefficient = 0.76 B) Referred to in document as bacha catfish,,,,,,,,,,,,2,16.1,,%,,,,,,,,,,,2,520,,mg/100g,,,,2,0.7,,mg/100g,,,,,,,,,,,1,360,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_11,,,,,,A_78,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,whole (minus parts)*,,,Gibelion catla,Cyprinidae,A) Edible portion coefficient = 0.59 B) Referred to in document as catia,,,,,,,,,,,,2,17.3,,%,,,,3,0.48,0.3,mg/100g,,,,1,530,,mg/100g,,,,5,0.6,0.7,mg/100g,,,,,,,,,,,1,235,,mg/100g,,,,4,36,18,mg/100g,,,,,,1,3,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_12,,,,,,A_79,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,demersal,tropical,whole,whole,,,Parambassis ranga,Ambassidae,A) Edible portion coefficient = 1 (whole) B) Referred to in document as Indian glassy fish (Chanda),,,,,,,,,,,,1,15.5,,%,,,,2,2.45,,mg/100g,,,,3,931,208,mg/100g,,,,2,2,,mg/100g,,,,,,,,,,,1,640,,mg/100g,,,,,,,,,,,,,1,106,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
,WOS/Scopus,C_13,,,,,,A_80,"Nazma Shaheen, Abu Torab MA Rahim, Md. Mohiduzzaman,
Cadi Parvin Banu, Md. Latiful Bari, Avonti Basak Tukun,
MA Mannan, Lalita Bhattacharjee, Barbara Stadlmayr
",FAO - Food Composition Table for Bangladesh,2013,Bangladesh,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,whole (minus parts)*,,,Anabas testudineus,Anabantidae,A) Edible portion coefficient = 0.57 (eyes included) B) Referred to in document as indigenous climbing perch (same binomial name as Thai climbing perch),,,,,,,,,,,,5,17.5,1.9,%,,,,2,1.13,,mg/100g,,,,2,410,,mg/100g,,,,3,1.2,0.3,mg/100g,,,,,,,,,,,2,390,,mg/100g,,,,1,53,,mg/100g,,,,,,1,215,, μg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A) Protein conent values expressed as mean g/100g of edible portion fresh weight + SD (if applicable) B) Mineral compsition values expressed as mean mg/100g of edible portion fresh weight + SD (if applicable) C) The tagname for the Vitamin A values used is VITA_RAE (RAE= mcg retinol + 1/12 mcg β-carotene + 1/24 mcg α-carotene + 1/24mcg β-cryptoxanthin) and values are expressed as μg/100g of edible portion fresh weight + SD (if applicable) D) The tagname for EPA and DHA is F20D5CN3 and F22D6CN3 respectively, and values are expressed as mean g/100g of edible portion fresh weight + SD (if applicable)",,,,,
